"WT_DW_1"	"WT_DW_2"	"WT_DW_3"	"WT_JA__10"	"WT_JA__11"	"WT_JA_4_28"	"WT_DW_41"	"WT_JA_41"	"myb47_95DW6_21"	"myb47_95JA6_31"	"myb47_95JA7_32"	"myb47_95JA9_24"	"myb47_95_DW5_27"	"myb47_95_DW__7"	"myb47_95DW_41"	"myb47_95JA_41"	"mycTKO_DW_4"	"mycTKO_DW_5"	"mycTKO_DW_6_20"	"mycTKO_DW_41"	"mycTKO_JA_13"	"mycTKO_JA_14"	"mycTKO_JA_15"	"mycTKO_JA_41"
"AT1G76410"	72.057	71.004	63	29	36	50.014	23.867	12.417	77.001	66.139	22	23	20	51	37.934	3	55.018	47.998	50	55.017	46.999	72	65.271	43.052
"AT1G76440"	153.002	168.001	157.004	105	121.553	106	160.985	68.088	192.836	132.044	80.115	62.012	75.054	170	120.212	45	202	141.289	129.948	173.75	115.46	141	127	137
"AT1G76450"	1810.291	1869.814	1659.956	1033.341	1041.163	605.647	2904.532	1123.078	1145.775	1232.787	1704.096	1085.507	1510.894	1590.409	3289.84	777.749	1735.427	1659.476	1581.642	2921.11	1197.114	1186.22	830.795	1460.903
"AT1G76460"	862.729	908.979	804.088	643.403	695.053	120	737.438	358	768.942	660.251	362.183	325	377.798	632.172	679.45	406.718	633.758	598.629	744.273	575.211	450.792	505.096	369	291.266
"AT1G76470"	3	7	6	92.171	144.961	101.025	3	730.967	0	461.179	537.235	575.129	734.871	0	6	1080.95	0	1.002	1	1	19	15	6	3
"AT1G76480"	1	3	2	10	9	11	0	29	0	13	20	21	19	0	0	63	0	0	0	0	9	5	7	9
"AT1G76490"	6407.291	9110.98	8473.054	5980.348	6183.454	4409.768	4677.375	6925.11	7033.034	6938.058	6475.355	8222.842	8795.043	6485.326	3958.636	9810.208	6359.483	4834.367	6112.049	4537.21	4894.457	5329.623	4608.624	4596.339
"AT1G76510"	327.217	379.41	404	274.419	268.639	148.001	304.513	252.879	354.296	254.302	187.705	197	197.835	309.013	225.809	219	461.03	291.503	295.372	333.015	317.455	323.027	275.203	220
"AT1G76520"	3477.617	3242.487	3050.343	3857.3	3294.636	2193.089	2710.074	6264.543	3623.304	3032.647	4050.443	3882.1	5003.349	3019.704	3003.183	9439.143	4272.381	4467.033	3506.781	3747.76	7470.423	7364.88	4943.79	11015.367
"AT1G76530"	28.238	30	23	0	1	0	106.022	3	9	7	15	7	5.001	43.942	217.059	20	20	11	21	117.024	4	1	2	31
"AT1G76540"	52.281	71	58	42	41.001	45	88	26.844	43.017	70.962	69	67	83.999	74	75.01	15	95.709	80.771	96.002	46.152	51	30	23	10
"AT1G76550"	345.069	436.721	413.136	261.396	226.123	349.277	189.6	125.017	550.81	282.994	268.521	227.377	251.188	330.611	151.756	115.657	681.005	485.685	338.771	319.412	557.937	570.427	524.454	280.01
"AT1G76560"	193.037	278	344.421	150.628	181.253	493.881	85.297	290	140.466	179.904	187.2	144.45	195.928	136.26	128	217.059	139	126.436	126.729	79.597	129.476	88	110	137.32
"AT1G76570"	350.283	361.983	290.487	179.289	193.606	224.673	648.972	430.419	334.814	197.821	478.845	307.935	364.517	318.975	843.967	260.146	415.215	361.889	370.745	737.624	169.386	163	89	359.001
"AT1G76580"	999.382	1187.021	1099.337	803.237	836.048	356.951	900.764	1116.14	1081.024	909.72	899.783	960.216	1132.05	1095.33	541.538	941.862	1027.959	946.103	1137.324	916.595	654.725	854.306	603.755	475.932
"AT1G76590"	603.183	852.65	809.726	685.567	749.169	471.396	676.713	2198.187	1813.812	1174.462	922.69	1031.614	1171.203	613.547	730.055	1851.703	1365.744	1532.355	642.159	1333.042	2692.4	3097.765	2592.295	2703.337
"AT1G76600"	291.513	306.386	314.002	3491.912	2740.193	3057.324	5201.539	1574.784	2662.959	1098.849	318.433	143.997	187.073	586.821	3926.808	1368.329	1640.849	3253.341	545.079	6261.926	2479.045	2437.446	1884.307	5521.268
"AT1G76620"	58.008	58.039	36	31	49	37.001	128.763	4	82.331	51.486	20.019	17	18	159.541	115.733	1	41.002	35.066	162.992	88	9.992	5	4	5
"AT1G76630"	523.599	668.171	585.756	460.782	451.486	100	535.941	339.879	556.511	399.651	328.836	309.067	336.297	482.675	435.996	353.855	616.996	577.942	556.616	709.871	427.946	485.798	357.454	323.856
"AT1G76640"	0	2	0	32.983	65	188.795	1	571.352	0	31.693	206.277	158.005	241.46	1	2	76.274	0	0	1	0	0	0	0	0
"AT1G76650"	203.267	147.266	170.355	5968.904	5183.773	12297.067	10224.508	7358.278	2887.58	3056.008	2610.794	1507.68	2020.025	665.234	4940.084	1916.191	762.979	1889.732	785.798	9361.435	633.512	590.978	368	1912.772
"AT1G76660"	554.492	625.087	607.333	559.911	583.956	356.095	719.159	485.496	662.744	568.825	482.476	409.278	420.81	591.324	560.262	371.889	676.663	600.39	685.041	556.854	492.367	474.671	374.514	402.934
"AT1G76670"	2034.632	2314.676	1993.874	2181.71	2267.926	1305.772	2577.996	1890.572	2582.756	2363.474	2104.776	1944.885	2359.063	3183.03	2086.009	1577.517	2175.273	2032.416	3035.41	1989.244	1231.897	1245.62	852.954	1013.473
"AT1G76680"	2187.127	2239.652	2164.519	4189.427	3666.9	3418.499	3707.536	4221.182	3847.91	3289.224	3409.246	2469.542	3095.354	4031.245	3755.959	9194.792	3482.923	3546.195	3792.91	3101.886	6084.68	5614.006	4298.585	23523.583
"AT1G76690"	173.999	195.488	205.216	121.114	148.709	80	168.554	995.481	206.091	198.341	188.013	319.058	385.826	540.072	243.61	1410.174	264.211	207.867	413.465	166.108	532.272	552.745	386.428	2087.571
"AT1G76700"	853.732	925.252	941.062	758.649	726.865	352.109	934.203	319.479	576.582	757.737	623.649	488.473	566.737	634.785	530.433	267.249	625.725	601.482	654.736	863.892	467.398	424.722	327.737	364.838
"AT1G76705"	32	33.711	32.544	28	47	66	27	61	32	29.027	22	18.097	42.97	24	20	54	33	29	22	33	28.013	32	22	32
"AT1G76710"	300.064	372.093	359.932	278.202	274.973	190.031	207.561	179.956	352.843	322.958	181.297	142.032	167.349	345.652	239.555	199.537	435.222	381.459	277.504	366.233	436.211	432.107	363.003	331.941
"AT1G76720"	191.767	398.614	312.294	165.889	161.162	11.675	274.764	70.481	342.873	134.883	60.84	58.567	87.483	258.957	209.873	99.561	287.816	217.727	184.165	266.986	163.674	220.497	161.827	97.971
"AT1G76730"	1538.904	1869.112	1642.735	1070.251	1090.189	761.735	2533.134	1813.093	1392.522	1209.698	1549.75	1354.836	1596.007	1878.264	2898.873	1360.203	2310.966	1894.756	1523.952	2757.783	1418.95	1507.117	1133.663	1576.783
"AT1G76740"	10	22	20.039	10	11	5	24	13	23	17	10	23	22	29	24	4	26	14	20	11	7	3	4	2
"AT1G76760"	63	55	47	51	61.14	84.093	48.03	18	34.028	30.092	32.057	20	28.014	41	40	37	54.003	59.015	50.02	28	36.838	44.643	29	33
"AT1G76780"	11	34	16	6.191	20.001	0	15	36	11	20	18	21	22.004	22	19	26	27	8	17.167	23	8	7	8	2
"AT1G76790"	236.404	227.095	226.044	867.229	1408.793	1271.17	395.708	4719.465	84.676	1006.826	3844.456	3290.323	3841.146	213.801	206.257	2323.157	48	47.942	231.979	54.002	177.894	158.722	151	30.217
"AT1G76800"	31	57	37	15	20	37	28	17	64.014	81.948	47.008	32	39.083	46	23	58	38	29	39.009	34	17	10	25	17.002
"AT1G76810"	3156.698	4556.004	4159.174	2618.795	2585.3	1796.712	3498.125	2864.511	3515.125	2740.579	2886.991	2993.933	3390.493	3492.78	2900.722	2694.912	4971.499	3661.07	3356.75	3829.914	3402.495	3708.746	3282.069	2480.488
"AT1G76820"	298.303	362.191	323.016	292.388	218.208	206.379	312.857	271.021	411.474	221.446	172.065	187.925	225.467	374.761	242.477	299.119	410.522	355.084	328.458	308.171	273.433	255.031	195.116	211.467
"AT1G76850"	2165.395	2796.842	2468.144	1818.054	1868.272	555.665	2104.24	1393.494	2464.387	1672.681	1546.774	1499.267	1857.071	2091.756	1935.641	1492.996	3081.841	2467.956	2045.31	2659.009	2314.613	2644.834	2049.259	1853.56
"AT1G76860"	668.857	795.708	757.466	488.528	498.573	1252.754	611.84	594.058	692.275	664.172	422.403	303.162	434.623	740.654	663.78	564.988	903.378	651.396	597.155	708.056	609.487	653.344	505	616.829
"AT1G76870"	35.002	54	57	19.208	26.02	27	22	7	38.915	38.994	15	29	37.001	55	43	11	77	49.138	52.994	28	35	34.842	26	19
"AT1G76880"	802.496	1141.521	966.872	671.774	751.506	482.456	1148.981	955.508	1531.551	671.339	538.917	489.991	584.466	1207.175	1205.805	930.837	1429.139	1092.325	1054.031	1095.833	748.459	895.792	716.805	642.818
"AT1G76890"	1563.181	1975.173	1925.179	937.62	883.947	584.515	701.56	557.506	1338.225	1047.203	334.994	394.624	426.198	1616.859	971.516	468.435	1034.759	1061.052	1580.736	799.382	612.945	653.056	529.827	493.583
"AT1G76900"	763.082	1006.627	942.385	639.807	625.391	226.772	1369.52	457.997	763.751	566.272	507.313	482.089	506.725	796.028	1063.021	358.429	933.335	839.967	736.363	1335.827	626.258	712.297	515.694	522.451
"AT1G76920"	836.991	998.103	932.973	657.082	605.624	788.25	460.243	463.017	760.574	629.838	560.461	472.36	628.437	715.91	541.837	509.021	1052.484	863.256	746.953	725.133	906.037	907.841	744.117	688.574
"AT1G76930"	78535.63	102234.788	127462.981	38730.763	47994.689	14282.792	5468.192	1358.109	23603.765	22845.406	5015.595	4117.318	6473.609	15529.101	6819.776	2860.079	67233.703	58538.119	20519.914	8711.928	126532.673	120732.101	101313.62	14157.499
"AT1G76940"	422.482	534.977	490.319	420.224	377.057	344.815	379.492	380.174	475.987	476.313	384.878	277.89	390.416	457.009	452.929	390.706	574	483.947	417.919	577.894	453.248	559.237	421.021	344.249
"AT1G76950"	518.552	828.226	785.934	496.653	441.576	222	395.81	290.409	544.105	395.802	386.062	402.543	461.192	486.141	438.725	457.518	675.809	537.978	441.035	495.138	483.949	554.74	410.912	308.506
"AT1G76955"	243.696	251.099	146.286	180.593	175.301	214.158	547.119	358	295.828	252.431	911.673	530.11	666.714	244	737.118	236.814	474.212	471.135	352.202	837.962	379.822	318.104	195	331.555
"AT1G76960"	5886.589	4996.34	4609.616	4954.864	4575.838	2851.849	6953.748	1183.282	7981.835	6343.633	3072.514	818.745	1050.312	6954.424	7979.658	1114.008	13773.23	13629.861	7037.862	10557.092	11960.02	12521.991	8176.047	7512.59
"AT1G76970"	668.878	671.873	676.135	537.531	446.502	109.203	772.651	140.001	438.366	539.933	350.313	245.831	248.554	560.961	527.02	133.777	700.98	529.273	501.208	1083.805	479.024	512.158	352	486.239
"AT1G76980"	204.031	212.087	222.587	317.366	239.362	208.543	229.686	334.906	151.63	216.417	283.826	256.115	269.402	150	199.071	305.018	280.34	233.614	184.979	316.005	308.156	261.027	198.596	425.405
"AT1G76990"	7466.398	9486.509	8358.364	7398.925	6265.516	5862.859	5776.033	1223.752	9397.161	6072.018	2452.242	1221.526	1585.234	7799.713	6606.236	2372.614	12547.554	10548.73	7145.573	8861.801	11585.449	12107.049	9609.761	11086.378
"AT1G77000"	387.602	464	437.668	437.417	311.985	206	157.386	409.049	261.849	362.417	307.064	333.877	395.826	271.133	173.125	314.326	227.021	192.548	306.79	174	199.553	182.917	166	195
"AT1G77010"	16.002	21	25	24	23	17	17	27	25	18	19	8	19	21	13	14.141	27	18	16	25	14	16	13	12.001
"AT1G77020"	155.513	176	163.03	110.993	149.658	67	102.907	147.186	136.038	126.644	157	107	131.005	114	129.226	143.112	106.014	119.197	170.992	95	85	71	53	56
"AT1G77030"	526.487	668.12	701.818	455.696	376.508	106.002	437.641	130	746.078	360.085	242.997	215.502	275.275	632.653	388.06	186.012	1106.971	783.75	562.751	626.147	600.055	702.322	710.902	383.253
"AT1G77060"	350.408	407.02	365.339	571.674	560.7	568.699	639.764	490.573	180.705	538.911	637.68	451.488	544.049	288	474.097	349.11	256.529	194.919	291.753	292	220.78	301	182.363	231.964
"AT1G77080"	1035.336	988.851	915.339	889.492	894.619	1029.957	902.526	828.69	978.199	987.288	786.273	566.465	715.774	1051.615	886.371	755.142	1112.675	1010.374	1031.098	1148.84	881.95	803.689	565.011	693.892
"AT1G77090"	875.654	1073.057	962.232	475.191	510.556	654.386	1611.695	887.664	658.518	556.792	992.171	674.224	775.445	1181.063	1906.834	564.302	1404.984	1015.765	1027.98	1413.671	718.442	691.12	575	846.737
"AT1G77110"	25.627	27.003	27	6	7	14	40	15	21	18	25	12	27.051	29	37	8	36	37.151	21.005	30	26.001	36	23	9.539
"AT1G77120"	77.857	151.37	99.007	77.757	104.004	51	112.82	337.019	62.001	139.574	137.519	241.478	321.886	146.114	71	178.003	108	64.012	141	56	82.511	61	61	41.944
"AT1G77122"	441.958	568.267	500.296	344.302	345.86	454.536	512.929	577.852	416.988	350.389	477.341	412.741	445.068	525.404	520.633	415.02	617.88	533.377	449.775	625.052	476.228	421.063	356.557	469.263
"AT1G77130"	1001.199	1256.82	1228.804	991.682	1053.802	666.192	825.713	858.098	1143.625	974.737	1000.475	1034.026	1080.732	1094.441	753.237	1177.485	1275.967	1096.618	1101.498	988.851	1262.27	1285.799	920	922.108
"AT1G77138"	16.804	13	8	10	12	15	10.203	0	8	6	4	5	6	18	8.003	3	17	17.824	15.952	21	10	10	7.01	4
"AT1G77140"	585.08	669.969	681.116	545.235	546.839	300.004	445.638	479.013	554.233	516.651	440.531	407.701	444.744	584.204	461.096	452.001	676.898	680.723	576.989	564.062	559.837	562.971	460.227	450.905
"AT1G77145"	91.469	107	111.001	79	35.027	89.626	38	8	62.072	43.009	37.002	9	19.702	44	67	8	38	44	37	48	17.999	14	25	17
"AT1G77170"	88.115	131.918	112	76.704	87.015	201.407	84.816	71.936	113.213	106.189	86	58	87.976	134	102	58	129.055	112.939	92.441	96.404	99.022	113	74	59
"AT1G77180"	3008.932	4231.275	4010.478	2391.461	2266.865	1949.841	1957.629	2134.315	3339.187	2581.996	2047.771	1882.405	2443.036	3016.316	2011.35	1878.077	3648.13	2833.668	2711.644	2678.875	2582.439	2412.101	2428.951	2095.919
"AT1G77210"	850.169	1087.078	1143.059	759.158	639.421	673.999	366.435	85	1360.127	971.962	361.687	172.276	223.364	768.55	485.343	38	902.841	928.485	741.617	564.058	913.39	1418.987	1342.98	1818.631
"AT1G77220"	614.847	673	677.69	628.181	568.492	330.417	589.954	662.262	634.932	677.868	581.553	621.663	696.891	559.718	546.636	507.101	585.141	508.414	603.075	718.58	502.636	552.237	403	516.054
"AT1G77230"	409.083	569.016	519.307	371.52	329.436	280.378	289.25	265.122	557.086	378.124	269.556	238	269.273	457.769	303.968	265.491	628	437.707	391.667	446.286	394.645	485.63	383.014	278.516
"AT1G77240"	16.018	20	38	77	22	10	2	6	1	10	3	6	11	1	3	45	0	1	0	0	1	2	10	1
"AT1G77250"	148.064	198.102	166	137	162.125	118	215.142	90	181.256	132.687	106.971	87.001	97.012	154.786	171.096	65.94	170	152.345	174.34	264.014	121.558	147.083	99	136
"AT1G77260"	948.822	1210.398	1121.835	1005.272	966.529	659.563	1405.365	1684.128	996.957	962.22	1850.337	2105.308	2366.981	1209.995	1146.275	1866.769	1191.328	911.318	1182.08	936.369	1040.102	1115.755	822.114	786.409
"AT1G77270"	19	24	26	11	24	7	44.11	2	25	15	26	16	16	22	37.011	1	24.015	16	22	56	6	6	5	5
"AT1G77280"	245.502	316.747	287.006	361.438	292.53	100.226	345.919	1033.618	345.069	249.75	302.153	386.001	447.595	240.04	322.613	1012.167	471.237	359.482	241.317	442.224	522.573	548.684	388	515.116
"AT1G77290"	185.976	200.026	189	157.103	150.769	267	121.653	200.295	178.006	178.876	157.087	134.547	131.002	212	158.383	129.125	178.219	165.126	204.272	127	154.601	164.365	89.221	126.598
"AT1G77300"	1130.156	1638.833	1520.324	955.253	804.378	251.032	1415.41	882.992	1109.302	761.835	779.282	924.276	1071.028	1020.141	1100.074	1102.524	1357.73	1194.316	982.841	1533.266	927.714	1029.929	864.025	704.02
"AT1G77310"	55.147	69.939	68	48.629	45.537	15	100.003	65.818	95.032	41.002	29	34.944	45.753	70	92	49	109.059	91.997	69	118	72.029	77	79	61.003
"AT1G77320"	114.057	171.999	173	119.79	98.437	28.09	143.464	132.809	194.322	112.636	86	88	99.189	147.043	155.634	155.013	286.001	210.108	152.229	252.312	176.722	234.124	152.055	199
"AT1G77330"	26.971	45.001	37.003	18.023	29	17	4	0	36.022	26.003	0	0	2	44.009	18	0	18	17.251	43.982	8	3	8	3	3
"AT1G77350"	391.886	392.58	376.002	330.246	337.397	402.441	329.912	224	327.431	383.68	291.998	226.626	285.835	330.605	395.674	284.9	438.95	450.089	395.395	361.508	405.979	425.022	284	219.016
"AT1G77360"	37.481	36	27	65	48.971	32	73	49	31.651	39.024	38	45.016	46.033	37	15.487	39	39	38	35.017	39	35.046	46	23	28
"AT1G77370"	1093.386	1106.773	1088.514	1224.206	1260.552	4165.965	948.812	1684.908	775.339	1176.007	1571.855	1204.311	1491.772	878.25	913.87	1873.958	995.551	846.972	841.111	860.434	1151	933.815	695.304	1029.524
"AT1G77380"	427.644	620.15	591.294	315.192	409.581	290.124	97.002	190.983	112.094	311.497	241.049	212.251	262.634	198	144	189.881	368.378	237.661	260.351	101.111	245.279	197.235	229	165.488
"AT1G77390"	11	22	25	10	11	4	37	1	13.004	17	12	5	6	10	17	5	13	8	7	27	4	7	10	2
"AT1G77400"	188.353	177.049	150.078	106.213	93.002	113	300.3	14	250.223	148.965	84	33	44.861	168	361.635	5	259.005	327.083	170.017	477.014	263.678	264.418	163.96	194.843
"AT1G77405"	14	13	13	17.005	16.096	2	10.997	11	17.071	18	11	14	11	22	10	17	18	7	22	23	24	11	11	7
"AT1G77410"	39.031	66.077	48	46	54.999	12	51.41	31	50	38.617	27.009	23	39	60.061	53.013	45	59	55.013	48	66	35	36	37	27
"AT1G77420"	630.697	653.965	652.495	875.292	958.594	515.234	457.242	983.031	401.596	874.078	1584.861	1397.874	1717.574	582.771	465.397	862.233	600.025	495.668	572.721	419.068	550.413	525.546	409.059	315
"AT1G77440"	828.816	818.553	785.118	775.81	757.368	1052.323	621.837	778.65	602.179	771.724	816.157	607.723	817.117	750.215	649.029	727.623	934.242	930.487	850.965	737.864	993.246	950.988	623.936	666.301
"AT1G77450"	218.388	277.006	225	262.382	275.704	298.196	379.739	954.005	426.505	306.267	444.646	445.692	521.008	362	342.498	995.095	376.13	321.082	281.363	272.006	696.918	851.333	612.6	1746.31
"AT1G77460"	528.426	764.463	766.501	456.516	416.859	266.097	530.169	49	848.499	405.233	229.737	111.002	122.072	671.17	397.556	56	1148.554	845.661	695.029	641.264	764.056	937.193	752.131	284.986
"AT1G77470"	294.765	360.213	303.447	242.424	241.529	143.306	246.097	141.008	259.433	253.513	212.155	217	233.755	302.98	208	171.018	329.946	293.179	271.338	257.976	191.868	236.842	158.359	185
"AT1G77480"	775.974	883.146	857.175	747.442	687.584	683.859	508.261	386.532	742.376	615.035	494.279	384.462	439.884	651.144	523.41	269.307	759.307	730.764	652.853	655.022	551.957	596.907	448.019	461.334
"AT1G77490"	1864.823	2379.276	1995.635	1015.238	1073.674	514.351	2294.265	722.21	1514.073	1130.742	1491.549	1063.861	1274.667	1714.633	2439.115	510.357	2010.976	1703.376	1675.514	2364.413	838.261	991.334	690.001	965.969
"AT1G77500"	422.596	561.426	608.202	555.022	427.912	315.38	1064.905	284.488	324.687	332.329	426.742	346.071	389.861	338.023	497.445	323.011	383.939	338.993	309.663	1051.631	281.804	349.855	266.082	310.867
"AT1G77510"	2734.718	3440.429	3523.956	1441.222	1209.546	1440.222	1220.836	1532.261	1211.32	1211.636	1434.572	1284.19	1642.446	1465.446	1771.838	1098.305	3157.55	2569.5	1306.802	2091.577	3802.616	4169.473	3290.518	2600.958
"AT1G77520"	2	6	1	3	11	11	7	1.283	13.732	2	67	15	40.001	18	2	1	8	13	11	4	8	13	7	3
"AT1G77540"	298.956	450.773	424.977	376.426	374.006	506.618	340.868	467.128	422.298	400.97	440.177	348.959	428.845	466.982	428.705	513.172	671.943	408.87	289.18	348	391.155	613.359	466.943	412.08
"AT1G77550"	342.855	462.198	437.724	414.076	360.841	220.402	400.164	142	559.055	373.185	232.031	223.817	235.132	472	302.054	167.029	874.887	750.263	484.564	526.174	683.319	731.594	617.111	315.155
"AT1G77570"	66.056	61	63.01	68.059	72.726	159.842	30	72	31.999	76.155	126	77.095	62.065	39.681	40	32.017	50	74.944	71.285	43.152	52	52.004	33	54
"AT1G77580"	230.483	300	245.005	230.54	309.462	88	800.77	155.814	598.535	307.815	51.001	28.999	41.009	757.791	610.671	22.01	433.079	367.922	796.646	417.014	62.132	55	39	34
"AT1G77590"	755.883	1013.26	991.61	888.416	874.56	521.239	811.697	741.235	1547.573	1000.119	639.498	651.564	804.836	1228.106	762.011	1115.479	2805.78	2010.037	1249.772	1018.002	3004.457	3192.365	2663.504	1660.423
"AT1G77600"	424.148	648	517.917	414.579	341.685	160	667.66	460.922	583.016	373.68	393.032	401.578	421.373	493.028	563.022	385.119	717.673	633.753	584.754	706.983	456.396	499	363.627	369.11
"AT1G77610"	830.271	984.828	833.061	804.526	846.547	269.284	767.694	859.582	983.778	819.349	1025.956	895.342	1094.3	928.464	805.585	1006.072	1198.596	1071.135	1048.153	954.688	1020.615	1008.221	741.057	724.909
"AT1G77620"	296.042	356.96	352	246.992	229.084	70.007	285.282	160.035	334.928	196.815	168.003	174.295	203.242	274.862	201.408	222	403.021	356.651	294.928	361.012	299.193	288.149	225.009	209.304
"AT1G77630"	155.713	186.945	160.084	154.887	153.664	38.024	143.067	31	173.689	128.903	129.021	101.06	110.363	203	139.887	52	179.889	172.634	172.072	196.76	97.981	131.375	87	76
"AT1G77640"	37	30	43	212.749	140.098	40	89.476	4	75.02	57.448	11	7	7.999	96	68.398	3	26	50.514	61.264	128	24	18	13	6
"AT1G77660"	530.328	661.306	662.256	523.48	468.248	166.004	292.106	163	1418.341	427.42	221.399	150.686	150.446	609.984	343.01	280.105	1571.386	1390.355	637.986	923.289	2022.666	2346.07	1973.749	2677.367
"AT1G77670"	562.263	633	590.667	554.475	522.667	881.239	695.033	858.049	595.959	542.745	814.09	860.433	832.901	771.037	783.439	893.248	1152.298	917.861	773.39	861.932	1036.584	914.152	815.872	1074.286
"AT1G77680"	711.155	885.172	929.447	740.745	717.824	513.926	612.303	759.987	958.206	909.061	817.386	851.439	1079.008	838.393	614.028	584.904	829.412	699.273	882.671	761.231	513.907	557.748	399.276	471.428
"AT1G77690"	111.811	92	123	48.021	110.834	55	45	12	159.717	61.011	27	17	18.027	169	42	1	156	104.035	153.681	54	38	39.009	34	9
"AT1G77700"	12	22	17	7	16.998	13	21.363	12	15	18	12	30	18	20	13	8	21	13.923	20	17	6	7	9	6
"AT1G77710"	1955.149	2086.591	1955.844	2015.155	1968.887	6534.256	1916.771	3338.016	2123.589	2638.561	2353.548	1727.786	2297.887	2311.124	2119.098	2839.397	3249.598	2531.202	2200.854	2511.223	3364.553	3550.155	2534.536	3345.663
"AT1G77720"	34.053	60	64	40.034	41.006	12.009	45.002	16	55.492	22	29	37	27.012	47.021	45.003	10	89	70.143	57	80	66	52	45	53
